,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
24793,60472,BANKNIFTY24NOV2235900PE,BANKNIFTY,24NOV2022,3590000.000000,25,OPTIDX,NFO,5.000000
24803,60555,BANKNIFTY24NOV2237800CE,BANKNIFTY,24NOV2022,3780000.000000,25,OPTIDX,NFO,5.000000
24817,39710,FINNIFTY29NOV2217000CE,FINNIFTY,29NOV2022,1700000.000000,40,OPTIDX,NFO,5.000000
24835,36948,BANKNIFTY29DEC2242800PE,BANKNIFTY,29DEC2022,4280000.000000,25,OPTIDX,NFO,5.000000
24837,54444,MIDCPNIFTY31JAN237800PE,MIDCPNIFTY,31JAN2023,780000.000000,75,OPTIDX,NFO,5.000000
24842,60181,MIDCPNIFTY01NOV226150CE,MIDCPNIFTY,01NOV2022,615000.000000,75,OPTIDX,NFO,5.000000
24844,39632,FINNIFTY06DEC2213900CE,FINNIFTY,06DEC2022,1390000.000000,40,OPTIDX,NFO,5.000000
24851,48710,FINNIFTY15NOV2219450CE,FINNIFTY,15NOV2022,1945000.000000,40,OPTIDX,NFO,5.000000
24857,49647,FINNIFTY20DEC2219800CE,FINNIFTY,20DEC2022,1980000.000000,40,OPTIDX,NFO,5.000000
24858,42467,BANKNIFTY10NOV2241800PE,BANKNIFTY,10NOV2022,4180000.000000,25,OPTIDX,NFO,5.000000
24861,40569,FINNIFTY06DEC2221700PE,FINNIFTY,06DEC2022,2170000.000000,40,OPTIDX,NFO,5.000000
24875,60249,MIDCPNIFTY01NOV227800PE,MIDCPNIFTY,01NOV2022,780000.000000,75,OPTIDX,NFO,5.000000
24887,49574,FINNIFTY20DEC2219000CE,FINNIFTY,20DEC2022,1900000.000000,40,OPTIDX,NFO,5.000000
24893,55222,NIFTY17NOV2218750PE,NIFTY,17NOV2022,1875000.000000,50,OPTIDX,NFO,5.000000
24895,48368,NIFTY10NOV2218600CE,NIFTY,10NOV2022,1860000.000000,50,OPTIDX,NFO,5.000000
24897,62763,MIDCPNIFTY22NOV225050CE,MIDCPNIFTY,22NOV2022,505000.000000,75,OPTIDX,NFO,5.000000
24901,37966,NIFTY03NOV2217250PE,NIFTY,03NOV2022,1725000.000000,50,OPTIDX,NFO,5.000000
24931,44414,FINNIFTY13DEC2216700PE,FINNIFTY,13DEC2022,1670000.000000,40,OPTIDX,NFO,5.000000
24932,68558,MIDCPNIFTY22NOV227150CE,MIDCPNIFTY,22NOV2022,715000.000000,75,OPTIDX,NFO,5.000000
24939,45452,MIDCPNIFTY07NOV228200PE,MIDCPNIFTY,07NOV2022,820000.000000,75,OPTIDX,NFO,5.000000
24953,56018,NIFTY25JAN2320150CE,NIFTY,25JAN2023,2015000.000000,50,OPTIDX,NFO,5.000000
24957,50800,NIFTY22DEC2214950CE,NIFTY,22DEC2022,1495000.000000,50,OPTIDX,NFO,5.000000
24973,49620,FINNIFTY20DEC2219350CE,FINNIFTY,20DEC2022,1935000.000000,40,OPTIDX,NFO,5.000000
24975,39577,FINNIFTY06DEC2212800PE,FINNIFTY,06DEC2022,1280000.000000,40,OPTIDX,NFO,5.000000
24980,42220,BANKNIFTY10NOV2236000PE,BANKNIFTY,10NOV2022,3600000.000000,25,OPTIDX,NFO,5.000000
24983,45307,MIDCPNIFTY07NOV227300CE,MIDCPNIFTY,07NOV2022,730000.000000,75,OPTIDX,NFO,5.000000
24984,54935,NIFTY17NOV2217600PE,NIFTY,17NOV2022,1760000.000000,50,OPTIDX,NFO,5.000000
24988,49141,FINNIFTY13DEC2217150PE,FINNIFTY,13DEC2022,1715000.000000,40,OPTIDX,NFO,5.000000
25001,48992,FINNIFTY06DEC2217750PE,FINNIFTY,06DEC2022,1775000.000000,40,OPTIDX,NFO,5.000000
25013,44456,FINNIFTY13DEC2217900CE,FINNIFTY,13DEC2022,1790000.000000,40,OPTIDX,NFO,5.000000
25045,39805,FINNIFTY06DEC2215900CE,FINNIFTY,06DEC2022,1590000.000000,40,OPTIDX,NFO,5.000000
25063,42549,BANKNIFTY29DEC2243200CE,BANKNIFTY,29DEC2022,4320000.000000,25,OPTIDX,NFO,5.000000
25064,40775,MIDCPNIFTY06DEC225950CE,MIDCPNIFTY,06DEC2022,595000.000000,75,OPTIDX,NFO,5.000000
25078,54279,MIDCPNIFTY31JAN235500CE,MIDCPNIFTY,31JAN2023,550000.000000,75,OPTIDX,NFO,5.000000
25083,51194,NIFTY22DEC2219150CE,NIFTY,22DEC2022,1915000.000000,50,OPTIDX,NFO,5.000000
25084,48359,FINNIFTY01NOV2218250PE,FINNIFTY,01NOV2022,1825000.000000,40,OPTIDX,NFO,5.000000
25086,68518,MIDCPNIFTY22NOV226400PE,MIDCPNIFTY,22NOV2022,640000.000000,75,OPTIDX,NFO,5.000000
25097,49645,FINNIFTY20DEC2219750CE,FINNIFTY,20DEC2022,1975000.000000,40,OPTIDX,NFO,5.000000
25107,39192,FINNIFTY29NOV2214100CE,FINNIFTY,29NOV2022,1410000.000000,40,OPTIDX,NFO,5.000000
25111,70339,MIDCPNIFTY22NOV228200PE,MIDCPNIFTY,22NOV2022,820000.000000,75,OPTIDX,NFO,5.000000
25114,47256,NIFTY15DEC2217850CE,NIFTY,15DEC2022,1785000.000000,50,OPTIDX,NFO,5.000000
25118,58388,BANKNIFTY29DEC2231500CE,BANKNIFTY,29DEC2022,3150000.000000,25,OPTIDX,NFO,5.000000
25124,44739,FINNIFTY07NOV2217900PE,FINNIFTY,07NOV2022,1790000.000000,40,OPTIDX,NFO,5.000000
25139,54397,MIDCPNIFTY31JAN236950PE,MIDCPNIFTY,31JAN2023,695000.000000,75,OPTIDX,NFO,5.000000
25143,46206,BANKNIFTY01DEC2237800PE,BANKNIFTY,01DEC2022,3780000.000000,25,OPTIDX,NFO,5.000000
25150,61449,NIFTY24NOV2219000PE,NIFTY,24NOV2022,1900000.000000,50,OPTIDX,NFO,5.000000
25151,60227,MIDCPNIFTY01NOV227250PE,MIDCPNIFTY,01NOV2022,725000.000000,75,OPTIDX,NFO,5.000000
25157,44866,FINNIFTY07NOV2220600CE,FINNIFTY,07NOV2022,2060000.000000,40,OPTIDX,NFO,5.000000
25158,51419,FINNIFTY15NOV2220000CE,FINNIFTY,15NOV2022,2000000.000000,40,OPTIDX,NFO,5.000000
25164,56006,NIFTY25JAN2319900CE,NIFTY,25JAN2023,1990000.000000,50,OPTIDX,NFO,5.000000
25169,49702,BANKNIFTY03NOV2244600CE,BANKNIFTY,03NOV2022,4460000.000000,25,OPTIDX,NFO,5.000000
25177,37736,NIFTY03NOV2214800CE,NIFTY,03NOV2022,1480000.000000,50,OPTIDX,NFO,5.000000
25197,86482,NIFTY29DEC2218850CE,NIFTY,29DEC2022,1885000.000000,50,OPTIDX,NFO,5.000000
25214,44462,FINNIFTY13DEC2218000PE,FINNIFTY,13DEC2022,1800000.000000,40,OPTIDX,NFO,5.000000
25234,49555,BANKNIFTY03NOV2242400CE,BANKNIFTY,03NOV2022,4240000.000000,25,OPTIDX,NFO,5.000000
25249,60910,NIFTY24NOV2214600CE,NIFTY,24NOV2022,1460000.000000,50,OPTIDX,NFO,5.000000
25255,50463,BANKNIFTY01DEC2240900PE,BANKNIFTY,01DEC2022,4090000.000000,25,OPTIDX,NFO,5.000000
25258,39910,FINNIFTY29NOV2220900PE,FINNIFTY,29NOV2022,2090000.000000,40,OPTIDX,NFO,5.000000
25279,86488,NIFTY29DEC2219050CE,NIFTY,29DEC2022,1905000.000000,50,OPTIDX,NFO,5.000000
25280,51035,NIFTY22DEC2217400PE,NIFTY,22DEC2022,1740000.000000,50,OPTIDX,NFO,5.000000
25286,48175,NIFTY10NOV2217200PE,NIFTY,10NOV2022,1720000.000000,50,OPTIDX,NFO,5.000000
25300,42065,NIFTY29DEC2217500PE,NIFTY,29DEC2022,1750000.000000,50,OPTIDX,NFO,5.000000
25311,51795,MIDCPNIFTY15NOV228450PE,MIDCPNIFTY,15NOV2022,845000.000000,75,OPTIDX,NFO,5.000000
25318,86388,NIFTY29DEC2217700CE,NIFTY,29DEC2022,1770000.000000,50,OPTIDX,NFO,5.000000
25319,84737,MIDCPNIFTY27DEC228300PE,MIDCPNIFTY,27DEC2022,830000.000000,75,OPTIDX,NFO,5.000000
25322,60919,NIFTY24NOV2214800PE,NIFTY,24NOV2022,1480000.000000,50,OPTIDX,NFO,5.000000
25326,42696,NIFTY08DEC2216250CE,NIFTY,08DEC2022,1625000.000000,50,OPTIDX,NFO,5.000000
25336,39759,BANKNIFTY29DEC2245000CE,BANKNIFTY,29DEC2022,4500000.000000,25,OPTIDX,NFO,5.000000
25339,42181,BANKNIFTY10NOV2235000CE,BANKNIFTY,10NOV2022,3500000.000000,25,OPTIDX,NFO,5.000000
25347,54304,NIFTY17NOV2215250CE,NIFTY,17NOV2022,1525000.000000,50,OPTIDX,NFO,5.000000
25356,44793,FINNIFTY07NOV2218900PE,FINNIFTY,07NOV2022,1890000.000000,40,OPTIDX,NFO,5.000000
25365,40347,FINNIFTY06DEC2219100CE,FINNIFTY,06DEC2022,1910000.000000,40,OPTIDX,NFO,5.000000
25367,44854,FINNIFTY07NOV2220300PE,FINNIFTY,07NOV2022,2030000.000000,40,OPTIDX,NFO,5.000000
25390,54375,NIFTY17NOV2216000PE,NIFTY,17NOV2022,1600000.000000,50,OPTIDX,NFO,5.000000
25402,55804,NIFTY25JAN2317100PE,NIFTY,25JAN2023,1710000.000000,50,OPTIDX,NFO,5.000000
25406,60040,FINNIFTY01NOV2220700PE,FINNIFTY,01NOV2022,2070000.000000,40,OPTIDX,NFO,5.000000
25412,51722,MIDCPNIFTY15NOV227550CE,MIDCPNIFTY,15NOV2022,755000.000000,75,OPTIDX,NFO,5.000000
25428,58394,BANKNIFTY29DEC2233000PE,BANKNIFTY,29DEC2022,3300000.000000,25,OPTIDX,NFO,5.000000
25429,55686,NIFTY25JAN2316150PE,NIFTY,25JAN2023,1615000.000000,50,OPTIDX,NFO,5.000000
25431,51608,MIDCPNIFTY15NOV225350CE,MIDCPNIFTY,15NOV2022,535000.000000,75,OPTIDX,NFO,5.000000
25436,45138,MIDCPNIFTY13DEC227700PE,MIDCPNIFTY,13DEC2022,770000.000000,75,OPTIDX,NFO,5.000000
25447,48319,FINNIFTY01NOV2217450CE,FINNIFTY,01NOV2022,1745000.000000,40,OPTIDX,NFO,5.000000
25454,51235,FINNIFTY15NOV2214300PE,FINNIFTY,15NOV2022,1430000.000000,40,OPTIDX,NFO,5.000000
25456,60972,NIFTY24NOV2215800CE,NIFTY,24NOV2022,1580000.000000,50,OPTIDX,NFO,5.000000
25461,54665,NIFTY17NOV2217200CE,NIFTY,17NOV2022,1720000.000000,50,OPTIDX,NFO,5.000000
25493,44303,FINNIFTY13DEC2213600CE,FINNIFTY,13DEC2022,1360000.000000,40,OPTIDX,NFO,5.000000
25494,51351,FINNIFTY15NOV2217500PE,FINNIFTY,15NOV2022,1750000.000000,40,OPTIDX,NFO,5.000000
25496,51453,NIFTY25JUN2621000CE,NIFTY,25JUN2026,2100000.000000,50,OPTIDX,NFO,5.000000
25513,60470,BANKNIFTY24NOV2235800PE,BANKNIFTY,24NOV2022,3580000.000000,25,OPTIDX,NFO,5.000000
25518,44888,MIDCPNIFTY13DEC225400PE,MIDCPNIFTY,13DEC2022,540000.000000,75,OPTIDX,NFO,5.000000
25549,44840,FINNIFTY07NOV2219900PE,FINNIFTY,07NOV2022,1990000.000000,40,OPTIDX,NFO,5.000000
25551,50093,NIFTY01DEC2219050PE,NIFTY,01DEC2022,1905000.000000,50,OPTIDX,NFO,5.000000
25558,44484,FINNIFTY13DEC2218400PE,FINNIFTY,13DEC2022,1840000.000000,40,OPTIDX,NFO,5.000000
25568,49500,FINNIFTY20DEC2218550CE,FINNIFTY,20DEC2022,1855000.000000,40,OPTIDX,NFO,5.000000
25569,42489,BANKNIFTY10NOV2242700CE,BANKNIFTY,10NOV2022,4270000.000000,25,OPTIDX,NFO,5.000000
25578,40686,BANKNIFTY01DEC2235500PE,BANKNIFTY,01DEC2022,3550000.000000,25,OPTIDX,NFO,5.000000
25593,55337,BANKNIFTY25JAN2337000PE,BANKNIFTY,25JAN2023,3700000.000000,25,OPTIDX,NFO,5.000000
25594,49954,MIDCPNIFTY20DEC225500PE,MIDCPNIFTY,20DEC2022,550000.000000,75,OPTIDX,NFO,5.000000
25598,54561,NIFTY17NOV2216700CE,NIFTY,17NOV2022,1670000.000000,50,OPTIDX,NFO,5.000000
25600,59636,FINNIFTY22NOV2218600CE,FINNIFTY,22NOV2022,1860000.000000,40,OPTIDX,NFO,5.000000
25604,39728,FINNIFTY29NOV2217400PE,FINNIFTY,29NOV2022,1740000.000000,40,OPTIDX,NFO,5.000000
25608,49185,BANKNIFTY03NOV2236600PE,BANKNIFTY,03NOV2022,3660000.000000,25,OPTIDX,NFO,5.000000
25609,51352,FINNIFTY15NOV2217600CE,FINNIFTY,15NOV2022,1760000.000000,40,OPTIDX,NFO,5.000000
25617,39613,FINNIFTY06DEC2213100PE,FINNIFTY,06DEC2022,1310000.000000,40,OPTIDX,NFO,5.000000
25620,54051,FINNIFTY31JAN2317900CE,FINNIFTY,31JAN2023,1790000.000000,40,OPTIDX,NFO,5.000000
25624,50106,NIFTY01DEC2219400CE,NIFTY,01DEC2022,1940000.000000,50,OPTIDX,NFO,5.000000
25625,45379,MIDCPNIFTY07NOV227850PE,MIDCPNIFTY,07NOV2022,785000.000000,75,OPTIDX,NFO,5.000000
25626,42274,BANKNIFTY10NOV2236900CE,BANKNIFTY,10NOV2022,3690000.000000,25,OPTIDX,NFO,5.000000
25627,50011,NIFTY01DEC2217900CE,NIFTY,01DEC2022,1790000.000000,50,OPTIDX,NFO,5.000000
25631,55067,NIFTY17NOV2218150PE,NIFTY,17NOV2022,1815000.000000,50,OPTIDX,NFO,5.000000
25635,44264,FINNIFTY13DEC2212600PE,FINNIFTY,13DEC2022,1260000.000000,40,OPTIDX,NFO,5.000000
25644,40506,MIDCPNIFTY29NOV228250PE,MIDCPNIFTY,29NOV2022,825000.000000,75,OPTIDX,NFO,5.000000
25647,39900,FINNIFTY29NOV2220700PE,FINNIFTY,29NOV2022,2070000.000000,40,OPTIDX,NFO,5.000000
25655,86387,NIFTY29DEC2217650PE,NIFTY,29DEC2022,1765000.000000,50,OPTIDX,NFO,5.000000
25663,48713,FINNIFTY15NOV2219550PE,FINNIFTY,15NOV2022,1955000.000000,40,OPTIDX,NFO,5.000000
25667,59995,FINNIFTY01NOV2218600CE,FINNIFTY,01NOV2022,1860000.000000,40,OPTIDX,NFO,5.000000
25669,47507,BANKNIFTY29DEC2225500CE,BANKNIFTY,29DEC2022,2550000.000000,25,OPTIDX,NFO,5.000000
25674,85424,BANKNIFTY29DEC2238500CE,BANKNIFTY,29DEC2022,3850000.000000,25,OPTIDX,NFO,5.000000
25700,85360,BANKNIFTY29DEC2235800CE,BANKNIFTY,29DEC2022,3580000.000000,25,OPTIDX,NFO,5.000000
25705,53866,FINNIFTY29NOV2217850CE,FINNIFTY,29NOV2022,1785000.000000,40,OPTIDX,NFO,5.000000
25727,51470,FINNIFTY15NOV2221200PE,FINNIFTY,15NOV2022,2120000.000000,40,OPTIDX,NFO,5.000000
25764,51205,NIFTY22DEC2219300PE,NIFTY,22DEC2022,1930000.000000,50,OPTIDX,NFO,5.000000
25772,68601,MIDCPNIFTY22NOV227600PE,MIDCPNIFTY,22NOV2022,760000.000000,75,OPTIDX,NFO,5.000000
25790,39784,FINNIFTY29NOV2218100PE,FINNIFTY,29NOV2022,1810000.000000,40,OPTIDX,NFO,5.000000
25797,51749,MIDCPNIFTY15NOV227850PE,MIDCPNIFTY,15NOV2022,785000.000000,75,OPTIDX,NFO,5.000000
25800,40519,FINNIFTY06DEC2221100PE,FINNIFTY,06DEC2022,2110000.000000,40,OPTIDX,NFO,5.000000
25809,39847,FINNIFTY29NOV2219600CE,FINNIFTY,29NOV2022,1960000.000000,40,OPTIDX,NFO,5.000000
25814,44730,FINNIFTY07NOV2217800PE,FINNIFTY,07NOV2022,1780000.000000,40,OPTIDX,NFO,5.000000
25815,49292,FINNIFTY20DEC2215400PE,FINNIFTY,20DEC2022,1540000.000000,40,OPTIDX,NFO,5.000000
25834,51206,NIFTY22DEC2219350CE,NIFTY,22DEC2022,1935000.000000,50,OPTIDX,NFO,5.000000
25847,50193,MIDCPNIFTY20DEC227800PE,MIDCPNIFTY,20DEC2022,780000.000000,75,OPTIDX,NFO,5.000000
25853,50127,MIDCPNIFTY20DEC226900PE,MIDCPNIFTY,20DEC2022,690000.000000,75,OPTIDX,NFO,5.000000
25856,39698,FINNIFTY29NOV2216500PE,FINNIFTY,29NOV2022,1650000.000000,40,OPTIDX,NFO,5.000000
25876,55869,NIFTY25JAN2317750CE,NIFTY,25JAN2023,1775000.000000,50,OPTIDX,NFO,5.000000
25886,59847,FINNIFTY01NOV2215200CE,FINNIFTY,01NOV2022,1520000.000000,40,OPTIDX,NFO,5.000000
25898,44670,FINNIFTY13DEC2221800PE,FINNIFTY,13DEC2022,2180000.000000,40,OPTIDX,NFO,5.000000
25900,40354,FINNIFTY06DEC2219200CE,FINNIFTY,06DEC2022,1920000.000000,40,OPTIDX,NFO,5.000000
25903,39080,FINNIFTY29NOV2213100PE,FINNIFTY,29NOV2022,1310000.000000,40,OPTIDX,NFO,5.000000
25924,84291,FINNIFTY27DEC2219400CE,FINNIFTY,27DEC2022,1940000.000000,40,OPTIDX,NFO,5.000000
25927,37965,NIFTY03NOV2217250CE,NIFTY,03NOV2022,1725000.000000,50,OPTIDX,NFO,5.000000
25928,61224,NIFTY24NOV2216950CE,NIFTY,24NOV2022,1695000.000000,50,OPTIDX,NFO,5.000000
25931,40355,MIDCPNIFTY29NOV227300CE,MIDCPNIFTY,29NOV2022,730000.000000,75,OPTIDX,NFO,5.000000
25948,85988,BANKNIFTY28SEP2336000PE,BANKNIFTY,28SEP2023,3600000.000000,25,OPTIDX,NFO,5.000000
25950,39866,FINNIFTY06DEC2216300CE,FINNIFTY,06DEC2022,1630000.000000,40,OPTIDX,NFO,5.000000
25952,86833,NIFTY28SEP2318000CE,NIFTY,28SEP2023,1800000.000000,50,OPTIDX,NFO,5.000000
25964,60009,FINNIFTY01NOV2219300CE,FINNIFTY,01NOV2022,1930000.000000,40,OPTIDX,NFO,5.000000
25977,40322,FINNIFTY06DEC2218800CE,FINNIFTY,06DEC2022,1880000.000000,40,OPTIDX,NFO,5.000000
25986,45223,MIDCPNIFTY13DEC228700CE,MIDCPNIFTY,13DEC2022,870000.000000,75,OPTIDX,NFO,5.000000
25991,71518,NIFTY24JUN2711000PE,NIFTY,24JUN2027,1100000.000000,50,OPTIDX,NFO,5.000000
25992,35038,BANKNIFTY29DEC2242100CE,BANKNIFTY,29DEC2022,4210000.000000,25,OPTIDX,NFO,5.000000
25994,38375,NIFTY26JUN2520000PE,NIFTY,26JUN2025,2000000.000000,50,OPTIDX,NFO,5.000000
25995,42152,BANKNIFTY10NOV2233000CE,BANKNIFTY,10NOV2022,3300000.000000,25,OPTIDX,NFO,5.000000
25997,50137,NIFTY01DEC2219900CE,NIFTY,01DEC2022,1990000.000000,50,OPTIDX,NFO,5.000000
26000,86360,NIFTY29DEC2216900CE,NIFTY,29DEC2022,1690000.000000,50,OPTIDX,NFO,5.000000
26003,50431,BANKNIFTY01DEC2240500CE,BANKNIFTY,01DEC2022,4050000.000000,25,OPTIDX,NFO,5.000000
26006,40936,MIDCPNIFTY06DEC228350PE,MIDCPNIFTY,06DEC2022,835000.000000,75,OPTIDX,NFO,5.000000
26009,60275,MIDCPNIFTY01NOV228450PE,MIDCPNIFTY,01NOV2022,845000.000000,75,OPTIDX,NFO,5.000000
26016,48355,FINNIFTY01NOV2218150PE,FINNIFTY,01NOV2022,1815000.000000,40,OPTIDX,NFO,5.000000
26018,50983,NIFTY22DEC2216600PE,NIFTY,22DEC2022,1660000.000000,50,OPTIDX,NFO,5.000000
26023,59830,FINNIFTY01NOV2214700CE,FINNIFTY,01NOV2022,1470000.000000,40,OPTIDX,NFO,5.000000
26025,60027,FINNIFTY01NOV2220100CE,FINNIFTY,01NOV2022,2010000.000000,40,OPTIDX,NFO,5.000000
26028,49627,BANKNIFTY03NOV2243200PE,BANKNIFTY,03NOV2022,4320000.000000,25,OPTIDX,NFO,5.000000
26034,39473,FINNIFTY29NOV2215100CE,FINNIFTY,29NOV2022,1510000.000000,40,OPTIDX,NFO,5.000000
26037,53951,FINNIFTY31JAN2313500CE,FINNIFTY,31JAN2023,1350000.000000,40,OPTIDX,NFO,5.000000
26051,42610,NIFTY08DEC2215100PE,NIFTY,08DEC2022,1510000.000000,50,OPTIDX,NFO,5.000000
26067,51479,FINNIFTY15NOV2221700CE,FINNIFTY,15NOV2022,2170000.000000,40,OPTIDX,NFO,5.000000
26100,48464,NIFTY10NOV2219350PE,NIFTY,10NOV2022,1935000.000000,50,OPTIDX,NFO,5.000000
26121,84744,MIDCPNIFTY27DEC228500CE,MIDCPNIFTY,27DEC2022,850000.000000,75,OPTIDX,NFO,5.000000
26134,48394,FINNIFTY01NOV2219550PE,FINNIFTY,01NOV2022,1955000.000000,40,OPTIDX,NFO,5.000000
26135,49546,NIFTY29DEC2211000CE,NIFTY,29DEC2022,1100000.000000,50,OPTIDX,NFO,5.000000
26155,84549,MIDCPNIFTY27DEC226300PE,MIDCPNIFTY,27DEC2022,630000.000000,75,OPTIDX,NFO,5.000000
26179,51161,NIFTY22DEC2218700CE,NIFTY,22DEC2022,1870000.000000,50,OPTIDX,NFO,5.000000
26181,41095,BANKNIFTY10NOV2231500PE,BANKNIFTY,10NOV2022,3150000.000000,25,OPTIDX,NFO,5.000000
26182,60054,FINNIFTY01NOV2221400PE,FINNIFTY,01NOV2022,2140000.000000,40,OPTIDX,NFO,5.000000
26197,44803,FINNIFTY07NOV2219200PE,FINNIFTY,07NOV2022,1920000.000000,40,OPTIDX,NFO,5.000000
26203,47365,NIFTY15DEC2219500PE,NIFTY,15DEC2022,1950000.000000,50,OPTIDX,NFO,5.000000
26205,51802,MIDCPNIFTY15NOV228650CE,MIDCPNIFTY,15NOV2022,865000.000000,75,OPTIDX,NFO,5.000000
26212,50059,NIFTY01DEC2218600PE,NIFTY,01DEC2022,1860000.000000,50,OPTIDX,NFO,5.000000
26218,50227,FINNIFTY01NOV2213400CE,FINNIFTY,01NOV2022,1340000.000000,40,OPTIDX,NFO,5.000000
26221,54499,MIDCPNIFTY31JAN238900CE,MIDCPNIFTY,31JAN2023,890000.000000,75,OPTIDX,NFO,5.000000
26229,50354,BANKNIFTY01DEC2238300CE,BANKNIFTY,01DEC2022,3830000.000000,25,OPTIDX,NFO,5.000000
26231,42613,NIFTY08DEC2215200CE,NIFTY,08DEC2022,1520000.000000,50,OPTIDX,NFO,5.000000
26237,84704,MIDCPNIFTY27DEC227700CE,MIDCPNIFTY,27DEC2022,770000.000000,75,OPTIDX,NFO,5.000000
26244,39354,BANKNIFTY30MAR2346500PE,BANKNIFTY,30MAR2023,4650000.000000,25,OPTIDX,NFO,5.000000
26247,86728,NIFTY28SEP2312000PE,NIFTY,28SEP2023,1200000.000000,50,OPTIDX,NFO,5.000000
26257,40417,MIDCPNIFTY29NOV227700CE,MIDCPNIFTY,29NOV2022,770000.000000,75,OPTIDX,NFO,5.000000
26262,55717,NIFTY25JAN2316250PE,NIFTY,25JAN2023,1625000.000000,50,OPTIDX,NFO,5.000000
26284,59586,FINNIFTY22NOV2217900CE,FINNIFTY,22NOV2022,1790000.000000,40,OPTIDX,NFO,5.000000
26294,38920,FINNIFTY01NOV2212400CE,FINNIFTY,01NOV2022,1240000.000000,40,OPTIDX,NFO,5.000000
26317,37786,NIFTY03NOV2215250PE,NIFTY,03NOV2022,1525000.000000,50,OPTIDX,NFO,5.000000
26319,49435,FINNIFTY20DEC2217900CE,FINNIFTY,20DEC2022,1790000.000000,40,OPTIDX,NFO,5.000000
26340,45129,MIDCPNIFTY07NOV225550PE,MIDCPNIFTY,07NOV2022,555000.000000,75,OPTIDX,NFO,5.000000
26348,84512,MIDCPNIFTY27DEC225700PE,MIDCPNIFTY,27DEC2022,570000.000000,75,OPTIDX,NFO,5.000000
26362,40185,FINNIFTY06DEC2217900PE,FINNIFTY,06DEC2022,1790000.000000,40,OPTIDX,NFO,5.000000
26382,49962,NIFTY29DEC2212600PE,NIFTY,29DEC2022,1260000.000000,50,OPTIDX,NFO,5.000000
26421,52616,NIFTY22DEC2219800CE,NIFTY,22DEC2022,1980000.000000,50,OPTIDX,NFO,5.000000
26426,59659,FINNIFTY22NOV2218900PE,FINNIFTY,22NOV2022,1890000.000000,40,OPTIDX,NFO,5.000000
26428,86448,NIFTY29DEC2218600CE,NIFTY,29DEC2022,1860000.000000,50,OPTIDX,NFO,5.000000
26431,42975,NIFTY08DEC2219750CE,NIFTY,08DEC2022,1975000.000000,50,OPTIDX,NFO,5.000000
26433,54259,NIFTY17NOV2214900CE,NIFTY,17NOV2022,1490000.000000,50,OPTIDX,NFO,5.000000
26434,42494,BANKNIFTY10NOV2242900CE,BANKNIFTY,10NOV2022,4290000.000000,25,OPTIDX,NFO,5.000000
26440,54133,FINNIFTY31JAN2321300CE,FINNIFTY,31JAN2023,2130000.000000,40,OPTIDX,NFO,5.000000
26448,51822,MIDCPNIFTY15NOV228850PE,MIDCPNIFTY,15NOV2022,885000.000000,75,OPTIDX,NFO,5.000000
26453,60444,BANKNIFTY24NOV2233000CE,BANKNIFTY,24NOV2022,3300000.000000,25,OPTIDX,NFO,5.000000
26475,50386,BANKNIFTY01DEC2239300PE,BANKNIFTY,01DEC2022,3930000.000000,25,OPTIDX,NFO,5.000000
26483,42779,NIFTY08DEC2217350CE,NIFTY,08DEC2022,1735000.000000,50,OPTIDX,NFO,5.000000
26502,51464,FINNIFTY15NOV2220900PE,FINNIFTY,15NOV2022,2090000.000000,40,OPTIDX,NFO,5.000000
26517,45408,MIDCPNIFTY07NOV228000PE,MIDCPNIFTY,07NOV2022,800000.000000,75,OPTIDX,NFO,5.000000
26520,70462,MIDCPNIFTY22NOV229050CE,MIDCPNIFTY,22NOV2022,905000.000000,75,OPTIDX,NFO,5.000000
26534,42705,NIFTY08DEC2216350PE,NIFTY,08DEC2022,1635000.000000,50,OPTIDX,NFO,5.000000
26535,48671,FINNIFTY15NOV2218150CE,FINNIFTY,15NOV2022,1815000.000000,40,OPTIDX,NFO,5.000000
26558,42609,NIFTY08DEC2215100CE,NIFTY,08DEC2022,1510000.000000,50,OPTIDX,NFO,5.000000
26561,84212,FINNIFTY27DEC2215900PE,FINNIFTY,27DEC2022,1590000.000000,40,OPTIDX,NFO,5.000000
26570,54492,MIDCPNIFTY31JAN238750PE,MIDCPNIFTY,31JAN2023,875000.000000,75,OPTIDX,NFO,5.000000
26572,49714,FINNIFTY20DEC2220700PE,FINNIFTY,20DEC2022,2070000.000000,40,OPTIDX,NFO,5.000000
26573,86813,NIFTY28SEP2315000PE,NIFTY,28SEP2023,1500000.000000,50,OPTIDX,NFO,5.000000
26575,47319,NIFTY15DEC2218950PE,NIFTY,15DEC2022,1895000.000000,50,OPTIDX,NFO,5.000000
26577,48198,NIFTY10NOV2217400PE,NIFTY,10NOV2022,1740000.000000,50,OPTIDX,NFO,5.000000
26589,38319,NIFTY03NOV2219400CE,NIFTY,03NOV2022,1940000.000000,50,OPTIDX,NFO,5.000000
26590,48443,NIFTY10NOV2219150CE,NIFTY,10NOV2022,1915000.000000,50,OPTIDX,NFO,5.000000
26591,54505,MIDCPNIFTY31JAN239050CE,MIDCPNIFTY,31JAN2023,905000.000000,75,OPTIDX,NFO,5.000000
26592,58621,NIFTY24DEC2512000PE,NIFTY,24DEC2025,1200000.000000,50,OPTIDX,NFO,5.000000
