,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
26595,47295,NIFTY15DEC2218450PE,NIFTY,15DEC2022,1845000.000000,50,OPTIDX,NFO,5.000000
26598,46714,BANKNIFTY17NOV2238200CE,BANKNIFTY,17NOV2022,3820000.000000,25,OPTIDX,NFO,5.000000
26622,84194,FINNIFTY27DEC2215000PE,FINNIFTY,27DEC2022,1500000.000000,40,OPTIDX,NFO,5.000000
26624,60445,BANKNIFTY24NOV2233000PE,BANKNIFTY,24NOV2022,3300000.000000,25,OPTIDX,NFO,5.000000
26627,40844,MIDCPNIFTY06DEC227100PE,MIDCPNIFTY,06DEC2022,710000.000000,75,OPTIDX,NFO,5.000000
26628,51412,FINNIFTY15NOV2219600PE,FINNIFTY,15NOV2022,1960000.000000,40,OPTIDX,NFO,5.000000
26631,50153,MIDCPNIFTY20DEC227150PE,MIDCPNIFTY,20DEC2022,715000.000000,75,OPTIDX,NFO,5.000000
26639,54078,FINNIFTY31JAN2319200PE,FINNIFTY,31JAN2023,1920000.000000,40,OPTIDX,NFO,5.000000
26648,55614,BANKNIFTY25JAN2349000PE,BANKNIFTY,25JAN2023,4900000.000000,25,OPTIDX,NFO,5.000000
26650,47293,NIFTY15DEC2218400PE,NIFTY,15DEC2022,1840000.000000,50,OPTIDX,NFO,5.000000
26652,38358,NIFTY03NOV2219800PE,NIFTY,03NOV2022,1980000.000000,50,OPTIDX,NFO,5.000000
26654,84689,MIDCPNIFTY27DEC227400PE,MIDCPNIFTY,27DEC2022,740000.000000,75,OPTIDX,NFO,5.000000
26673,49022,FINNIFTY06DEC2218750PE,FINNIFTY,06DEC2022,1875000.000000,40,OPTIDX,NFO,5.000000
26691,61464,NIFTY24NOV2219250PE,NIFTY,24NOV2022,1925000.000000,50,OPTIDX,NFO,5.000000
26697,50110,NIFTY01DEC2219400PE,NIFTY,01DEC2022,1940000.000000,50,OPTIDX,NFO,5.000000
26698,50404,BANKNIFTY01DEC2239700PE,BANKNIFTY,01DEC2022,3970000.000000,25,OPTIDX,NFO,5.000000
26709,42867,NIFTY08DEC2218300PE,NIFTY,08DEC2022,1830000.000000,50,OPTIDX,NFO,5.000000
26717,55518,BANKNIFTY25JAN2342700CE,BANKNIFTY,25JAN2023,4270000.000000,25,OPTIDX,NFO,5.000000
26718,55428,BANKNIFTY25JAN2339700CE,BANKNIFTY,25JAN2023,3970000.000000,25,OPTIDX,NFO,5.000000
26719,46784,BANKNIFTY17NOV2241000CE,BANKNIFTY,17NOV2022,4100000.000000,25,OPTIDX,NFO,5.000000
26723,59863,FINNIFTY01NOV2216000CE,FINNIFTY,01NOV2022,1600000.000000,40,OPTIDX,NFO,5.000000
26735,42302,BANKNIFTY10NOV2237900CE,BANKNIFTY,10NOV2022,3790000.000000,25,OPTIDX,NFO,5.000000
26737,48848,FINNIFTY22NOV2219450CE,FINNIFTY,22NOV2022,1945000.000000,40,OPTIDX,NFO,5.000000
26740,48342,NIFTY10NOV2218450PE,NIFTY,10NOV2022,1845000.000000,50,OPTIDX,NFO,5.000000
26746,44985,MIDCPNIFTY13DEC226350PE,MIDCPNIFTY,13DEC2022,635000.000000,75,OPTIDX,NFO,5.000000
26752,44797,FINNIFTY07NOV2219100PE,FINNIFTY,07NOV2022,1910000.000000,40,OPTIDX,NFO,5.000000
26756,56330,BANKNIFTY29JUN2328500CE,BANKNIFTY,29JUN2023,2850000.000000,25,OPTIDX,NFO,5.000000
26759,61232,NIFTY24NOV2217100PE,NIFTY,24NOV2022,1710000.000000,50,OPTIDX,NFO,5.000000
26761,50237,MIDCPNIFTY20DEC228600CE,MIDCPNIFTY,20DEC2022,860000.000000,75,OPTIDX,NFO,5.000000
26765,68529,MIDCPNIFTY22NOV226700CE,MIDCPNIFTY,22NOV2022,670000.000000,75,OPTIDX,NFO,5.000000
26769,50405,BANKNIFTY01DEC2239800CE,BANKNIFTY,01DEC2022,3980000.000000,25,OPTIDX,NFO,5.000000
26770,47392,NIFTY29JUN2315500CE,NIFTY,29JUN2023,1550000.000000,50,OPTIDX,NFO,5.000000
26774,49545,NIFTY29DEC2210900PE,NIFTY,29DEC2022,1090000.000000,50,OPTIDX,NFO,5.000000
26776,48436,NIFTY10NOV2219000PE,NIFTY,10NOV2022,1900000.000000,50,OPTIDX,NFO,5.000000
26783,50099,NIFTY01DEC2219200PE,NIFTY,01DEC2022,1920000.000000,50,OPTIDX,NFO,5.000000
26788,49470,NIFTY29DEC229700PE,NIFTY,29DEC2022,970000.000000,50,OPTIDX,NFO,5.000000
26795,42746,NIFTY08DEC2216950CE,NIFTY,08DEC2022,1695000.000000,50,OPTIDX,NFO,5.000000
26805,60232,MIDCPNIFTY01NOV227400CE,MIDCPNIFTY,01NOV2022,740000.000000,75,OPTIDX,NFO,5.000000
26810,42846,NIFTY08DEC2218100CE,NIFTY,08DEC2022,1810000.000000,50,OPTIDX,NFO,5.000000
26812,53893,FINNIFTY29NOV2218950PE,FINNIFTY,29NOV2022,1895000.000000,40,OPTIDX,NFO,5.000000
26815,40564,MIDCPNIFTY29NOV229000CE,MIDCPNIFTY,29NOV2022,900000.000000,75,OPTIDX,NFO,5.000000
26816,37797,NIFTY24DEC2513000PE,NIFTY,24DEC2025,1300000.000000,50,OPTIDX,NFO,5.000000
26822,84605,MIDCPNIFTY27DEC226600PE,MIDCPNIFTY,27DEC2022,660000.000000,75,OPTIDX,NFO,5.000000
26832,40498,MIDCPNIFTY29NOV228100PE,MIDCPNIFTY,29NOV2022,810000.000000,75,OPTIDX,NFO,5.000000
26834,86843,NIFTY28SEP2321000CE,NIFTY,28SEP2023,2100000.000000,50,OPTIDX,NFO,5.000000
26836,44499,FINNIFTY07NOV2215700PE,FINNIFTY,07NOV2022,1570000.000000,40,OPTIDX,NFO,5.000000
26839,55078,NIFTY17NOV2218250CE,NIFTY,17NOV2022,1825000.000000,50,OPTIDX,NFO,5.000000
26844,53985,FINNIFTY31JAN2315100CE,FINNIFTY,31JAN2023,1510000.000000,40,OPTIDX,NFO,5.000000
26853,45075,MIDCPNIFTY13DEC226850CE,MIDCPNIFTY,13DEC2022,685000.000000,75,OPTIDX,NFO,5.000000
26858,51684,MIDCPNIFTY15NOV226750CE,MIDCPNIFTY,15NOV2022,675000.000000,75,OPTIDX,NFO,5.000000
26862,50133,NIFTY01DEC2219850CE,NIFTY,01DEC2022,1985000.000000,50,OPTIDX,NFO,5.000000
26868,49449,BANKNIFTY03NOV2240800CE,BANKNIFTY,03NOV2022,4080000.000000,25,OPTIDX,NFO,5.000000
26879,45346,MIDCPNIFTY07NOV227650PE,MIDCPNIFTY,07NOV2022,765000.000000,75,OPTIDX,NFO,5.000000
26884,60965,NIFTY24NOV2215600PE,NIFTY,24NOV2022,1560000.000000,50,OPTIDX,NFO,5.000000
26890,44489,FINNIFTY13DEC2218700CE,FINNIFTY,13DEC2022,1870000.000000,40,OPTIDX,NFO,5.000000
26894,40835,MIDCPNIFTY06DEC226900CE,MIDCPNIFTY,06DEC2022,690000.000000,75,OPTIDX,NFO,5.000000
26898,42201,BANKNIFTY10NOV2235500PE,BANKNIFTY,10NOV2022,3550000.000000,25,OPTIDX,NFO,5.000000
26899,45213,MIDCPNIFTY07NOV226550PE,MIDCPNIFTY,07NOV2022,655000.000000,75,OPTIDX,NFO,5.000000
26916,47010,NIFTY15DEC2215350PE,NIFTY,15DEC2022,1535000.000000,50,OPTIDX,NFO,5.000000
26920,55730,NIFTY25JAN2316350PE,NIFTY,25JAN2023,1635000.000000,50,OPTIDX,NFO,5.000000
26926,85201,BANKNIFTY29DEC2234000PE,BANKNIFTY,29DEC2022,3400000.000000,25,OPTIDX,NFO,5.000000
26928,54132,FINNIFTY31JAN2321200PE,FINNIFTY,31JAN2023,2120000.000000,40,OPTIDX,NFO,5.000000
26947,46549,BANKNIFTY17NOV2230500CE,BANKNIFTY,17NOV2022,3050000.000000,25,OPTIDX,NFO,5.000000
26953,85978,BANKNIFTY28SEP2328500PE,BANKNIFTY,28SEP2023,2850000.000000,25,OPTIDX,NFO,5.000000
26955,48364,FINNIFTY01NOV2218550CE,FINNIFTY,01NOV2022,1855000.000000,40,OPTIDX,NFO,5.000000
26956,59720,FINNIFTY22NOV2219800CE,FINNIFTY,22NOV2022,1980000.000000,40,OPTIDX,NFO,5.000000
26960,39640,FINNIFTY06DEC2214100PE,FINNIFTY,06DEC2022,1410000.000000,40,OPTIDX,NFO,5.000000
26963,47151,NIFTY15DEC2216800CE,NIFTY,15DEC2022,1680000.000000,50,OPTIDX,NFO,5.000000
26970,60013,FINNIFTY01NOV2219400CE,FINNIFTY,01NOV2022,1940000.000000,40,OPTIDX,NFO,5.000000
26972,44877,FINNIFTY07NOV2220900PE,FINNIFTY,07NOV2022,2090000.000000,40,OPTIDX,NFO,5.000000
26975,55591,BANKNIFTY25JAN2345300CE,BANKNIFTY,25JAN2023,4530000.000000,25,OPTIDX,NFO,5.000000
26977,38251,NIFTY03NOV2218550CE,NIFTY,03NOV2022,1855000.000000,50,OPTIDX,NFO,5.000000
26980,70400,MIDCPNIFTY22NOV228700CE,MIDCPNIFTY,22NOV2022,870000.000000,75,OPTIDX,NFO,5.000000
27013,44415,FINNIFTY13DEC2216800CE,FINNIFTY,13DEC2022,1680000.000000,40,OPTIDX,NFO,5.000000
27020,49935,NIFTY01DEC2217000CE,NIFTY,01DEC2022,1700000.000000,50,OPTIDX,NFO,5.000000
27027,50152,MIDCPNIFTY20DEC227150CE,MIDCPNIFTY,20DEC2022,715000.000000,75,OPTIDX,NFO,5.000000
27028,35410,BANKNIFTY01DEC2232500CE,BANKNIFTY,01DEC2022,3250000.000000,25,OPTIDX,NFO,5.000000
27032,54479,MIDCPNIFTY31JAN238500CE,MIDCPNIFTY,31JAN2023,850000.000000,75,OPTIDX,NFO,5.000000
27033,36878,BANKNIFTY29DEC2242800CE,BANKNIFTY,29DEC2022,4280000.000000,25,OPTIDX,NFO,5.000000
27036,55631,NIFTY25JAN2314800CE,NIFTY,25JAN2023,1480000.000000,50,OPTIDX,NFO,5.000000
27047,60215,MIDCPNIFTY01NOV226950PE,MIDCPNIFTY,01NOV2022,695000.000000,75,OPTIDX,NFO,5.000000
27050,50577,BANKNIFTY01DEC2242200PE,BANKNIFTY,01DEC2022,4220000.000000,25,OPTIDX,NFO,5.000000
27070,55534,BANKNIFTY25JAN2343300CE,BANKNIFTY,25JAN2023,4330000.000000,25,OPTIDX,NFO,5.000000
27084,46976,NIFTY15DEC2214950PE,NIFTY,15DEC2022,1495000.000000,50,OPTIDX,NFO,5.000000
27100,37752,NIFTY28DEC2320000CE,NIFTY,28DEC2023,2000000.000000,50,OPTIDX,NFO,5.000000
27105,54037,FINNIFTY31JAN2317200CE,FINNIFTY,31JAN2023,1720000.000000,40,OPTIDX,NFO,5.000000
27106,84714,MIDCPNIFTY27DEC227950CE,MIDCPNIFTY,27DEC2022,795000.000000,75,OPTIDX,NFO,5.000000
27109,45364,MIDCPNIFTY07NOV227800PE,MIDCPNIFTY,07NOV2022,780000.000000,75,OPTIDX,NFO,5.000000
27115,60695,BANKNIFTY24NOV2240500CE,BANKNIFTY,24NOV2022,4050000.000000,25,OPTIDX,NFO,5.000000
27127,49790,NIFTY01DEC2214900PE,NIFTY,01DEC2022,1490000.000000,50,OPTIDX,NFO,5.000000
27150,50085,NIFTY01DEC2218900CE,NIFTY,01DEC2022,1890000.000000,50,OPTIDX,NFO,5.000000
27166,49689,BANKNIFTY03NOV2244200CE,BANKNIFTY,03NOV2022,4420000.000000,25,OPTIDX,NFO,5.000000
27194,84286,FINNIFTY27DEC2219100PE,FINNIFTY,27DEC2022,1910000.000000,40,OPTIDX,NFO,5.000000
27198,49347,FINNIFTY20DEC2216450CE,FINNIFTY,20DEC2022,1645000.000000,40,OPTIDX,NFO,5.000000
27199,59680,FINNIFTY22NOV2219400CE,FINNIFTY,22NOV2022,1940000.000000,40,OPTIDX,NFO,5.000000
27201,61067,NIFTY24NOV2216050CE,NIFTY,24NOV2022,1605000.000000,50,OPTIDX,NFO,5.000000
27212,55319,BANKNIFTY25JAN2332500PE,BANKNIFTY,25JAN2023,3250000.000000,25,OPTIDX,NFO,5.000000
27214,44272,FINNIFTY13DEC2213000PE,FINNIFTY,13DEC2022,1300000.000000,40,OPTIDX,NFO,5.000000
27224,49903,NIFTY01DEC2216350PE,NIFTY,01DEC2022,1635000.000000,50,OPTIDX,NFO,5.000000
27227,68545,MIDCPNIFTY22NOV227000PE,MIDCPNIFTY,22NOV2022,700000.000000,75,OPTIDX,NFO,5.000000
27228,50261,MIDCPNIFTY20DEC229000PE,MIDCPNIFTY,20DEC2022,900000.000000,75,OPTIDX,NFO,5.000000
27229,51413,FINNIFTY15NOV2219700CE,FINNIFTY,15NOV2022,1970000.000000,40,OPTIDX,NFO,5.000000
27234,53950,FINNIFTY31JAN2313000PE,FINNIFTY,31JAN2023,1300000.000000,40,OPTIDX,NFO,5.000000
27238,47058,NIFTY15DEC2215900PE,NIFTY,15DEC2022,1590000.000000,50,OPTIDX,NFO,5.000000
27243,59180,FINNIFTY22NOV2215300PE,FINNIFTY,22NOV2022,1530000.000000,40,OPTIDX,NFO,5.000000
27248,37913,NIFTY03NOV2216600CE,NIFTY,03NOV2022,1660000.000000,50,OPTIDX,NFO,5.000000
27254,56331,BANKNIFTY29JUN2328500PE,BANKNIFTY,29JUN2023,2850000.000000,25,OPTIDX,NFO,5.000000
27256,60015,FINNIFTY01NOV2219500CE,FINNIFTY,01NOV2022,1950000.000000,40,OPTIDX,NFO,5.000000
27259,54335,NIFTY17NOV2215550CE,NIFTY,17NOV2022,1555000.000000,50,OPTIDX,NFO,5.000000
27271,45190,MIDCPNIFTY07NOV226200CE,MIDCPNIFTY,07NOV2022,620000.000000,75,OPTIDX,NFO,5.000000
27281,60924,NIFTY24NOV2214900CE,NIFTY,24NOV2022,1490000.000000,50,OPTIDX,NFO,5.000000
27283,49635,FINNIFTY20DEC2219600CE,FINNIFTY,20DEC2022,1960000.000000,40,OPTIDX,NFO,5.000000
27288,37688,BANKNIFTY29JUN2349500CE,BANKNIFTY,29JUN2023,4950000.000000,25,OPTIDX,NFO,5.000000
27292,55604,BANKNIFTY25JAN2346500PE,BANKNIFTY,25JAN2023,4650000.000000,25,OPTIDX,NFO,5.000000
27296,44617,FINNIFTY13DEC2221100PE,FINNIFTY,13DEC2022,2110000.000000,40,OPTIDX,NFO,5.000000
27305,55981,NIFTY25JAN2319450CE,NIFTY,25JAN2023,1945000.000000,50,OPTIDX,NFO,5.000000
27311,49334,BANKNIFTY03NOV2239700CE,BANKNIFTY,03NOV2022,3970000.000000,25,OPTIDX,NFO,5.000000
27320,36955,BANKNIFTY29DEC2243100CE,BANKNIFTY,29DEC2022,4310000.000000,25,OPTIDX,NFO,5.000000
27321,61091,NIFTY24NOV2216250PE,NIFTY,24NOV2022,1625000.000000,50,OPTIDX,NFO,5.000000
27322,39615,FINNIFTY06DEC2213200PE,FINNIFTY,06DEC2022,1320000.000000,40,OPTIDX,NFO,5.000000
27323,85549,BANKNIFTY29DEC2239800CE,BANKNIFTY,29DEC2022,3980000.000000,25,OPTIDX,NFO,5.000000
27334,50780,NIFTY22DEC2214650PE,NIFTY,22DEC2022,1465000.000000,50,OPTIDX,NFO,5.000000
27342,50213,MIDCPNIFTY20DEC228100CE,MIDCPNIFTY,20DEC2022,810000.000000,75,OPTIDX,NFO,5.000000
27350,86846,NIFTY28SEP2322000PE,NIFTY,28SEP2023,2200000.000000,50,OPTIDX,NFO,5.000000
27356,45471,MIDCPNIFTY07NOV228400PE,MIDCPNIFTY,07NOV2022,840000.000000,75,OPTIDX,NFO,5.000000
27360,42381,BANKNIFTY10NOV2239900CE,BANKNIFTY,10NOV2022,3990000.000000,25,OPTIDX,NFO,5.000000
27395,38280,NIFTY03NOV2219000PE,NIFTY,03NOV2022,1900000.000000,50,OPTIDX,NFO,5.000000
27396,48682,FINNIFTY15NOV2218550PE,FINNIFTY,15NOV2022,1855000.000000,40,OPTIDX,NFO,5.000000
27398,46808,BANKNIFTY17NOV2241700PE,BANKNIFTY,17NOV2022,4170000.000000,25,OPTIDX,NFO,5.000000
27407,60153,MIDCPNIFTY01NOV225450CE,MIDCPNIFTY,01NOV2022,545000.000000,75,OPTIDX,NFO,5.000000
27411,40391,MIDCPNIFTY29NOV227450CE,MIDCPNIFTY,29NOV2022,745000.000000,75,OPTIDX,NFO,5.000000
27416,50364,BANKNIFTY01DEC2238400CE,BANKNIFTY,01DEC2022,3840000.000000,25,OPTIDX,NFO,5.000000
27419,39563,FINNIFTY29NOV2215500PE,FINNIFTY,29NOV2022,1550000.000000,40,OPTIDX,NFO,5.000000
27439,85961,BANKNIFTY29DEC2245500CE,BANKNIFTY,29DEC2022,4550000.000000,25,OPTIDX,NFO,5.000000
27442,45278,MIDCPNIFTY07NOV227200CE,MIDCPNIFTY,07NOV2022,720000.000000,75,OPTIDX,NFO,5.000000
27446,49431,FINNIFTY20DEC2217850CE,FINNIFTY,20DEC2022,1785000.000000,40,OPTIDX,NFO,5.000000
27452,57126,BANKNIFTY30MAR2336000PE,BANKNIFTY,30MAR2023,3600000.000000,25,OPTIDX,NFO,5.000000
27459,84706,MIDCPNIFTY27DEC227750CE,MIDCPNIFTY,27DEC2022,775000.000000,75,OPTIDX,NFO,5.000000
27471,51002,NIFTY22DEC2216950CE,NIFTY,22DEC2022,1695000.000000,50,OPTIDX,NFO,5.000000
27483,44485,FINNIFTY13DEC2218500CE,FINNIFTY,13DEC2022,1850000.000000,40,OPTIDX,NFO,5.000000
27484,46994,NIFTY15DEC2215150PE,NIFTY,15DEC2022,1515000.000000,50,OPTIDX,NFO,5.000000
27485,51615,MIDCPNIFTY15NOV225500PE,MIDCPNIFTY,15NOV2022,550000.000000,75,OPTIDX,NFO,5.000000
27486,46574,BANKNIFTY17NOV2234500CE,BANKNIFTY,17NOV2022,3450000.000000,25,OPTIDX,NFO,5.000000
27507,60285,MIDCPNIFTY01NOV228650PE,MIDCPNIFTY,01NOV2022,865000.000000,75,OPTIDX,NFO,5.000000
27520,49420,FINNIFTY20DEC2217700CE,FINNIFTY,20DEC2022,1770000.000000,40,OPTIDX,NFO,5.000000
27521,45500,MIDCPNIFTY07NOV228550CE,MIDCPNIFTY,07NOV2022,855000.000000,75,OPTIDX,NFO,5.000000
27532,39482,FINNIFTY29NOV2215200PE,FINNIFTY,29NOV2022,1520000.000000,40,OPTIDX,NFO,5.000000
27533,46577,BANKNIFTY17NOV2234600CE,BANKNIFTY,17NOV2022,3460000.000000,25,OPTIDX,NFO,5.000000
27535,46187,BANKNIFTY01DEC2237400CE,BANKNIFTY,01DEC2022,3740000.000000,25,OPTIDX,NFO,5.000000
27537,49667,FINNIFTY20DEC2220000PE,FINNIFTY,20DEC2022,2000000.000000,40,OPTIDX,NFO,5.000000
27550,68496,MIDCPNIFTY22NOV225850PE,MIDCPNIFTY,22NOV2022,585000.000000,75,OPTIDX,NFO,5.000000
27557,58274,FINNIFTY22NOV2212800PE,FINNIFTY,22NOV2022,1280000.000000,40,OPTIDX,NFO,5.000000
27559,85396,BANKNIFTY29DEC2237800CE,BANKNIFTY,29DEC2022,3780000.000000,25,OPTIDX,NFO,5.000000
27560,44856,MIDCPNIFTY13DEC225150PE,MIDCPNIFTY,13DEC2022,515000.000000,75,OPTIDX,NFO,5.000000
27565,45857,NIFTY27JUN2417000PE,NIFTY,27JUN2024,1700000.000000,50,OPTIDX,NFO,5.000000
27570,50031,MIDCPNIFTY20DEC226200CE,MIDCPNIFTY,20DEC2022,620000.000000,75,OPTIDX,NFO,5.000000
27575,54088,FINNIFTY31JAN2319700PE,FINNIFTY,31JAN2023,1970000.000000,40,OPTIDX,NFO,5.000000
27585,50164,MIDCPNIFTY20DEC227300PE,MIDCPNIFTY,20DEC2022,730000.000000,75,OPTIDX,NFO,5.000000
27588,40383,MIDCPNIFTY29NOV227400CE,MIDCPNIFTY,29NOV2022,740000.000000,75,OPTIDX,NFO,5.000000
27590,38066,NIFTY03NOV2218200CE,NIFTY,03NOV2022,1820000.000000,50,OPTIDX,NFO,5.000000
27592,49369,BANKNIFTY03NOV2239900PE,BANKNIFTY,03NOV2022,3990000.000000,25,OPTIDX,NFO,5.000000
27596,84498,MIDCPNIFTY27DEC225350PE,MIDCPNIFTY,27DEC2022,535000.000000,75,OPTIDX,NFO,5.000000
27609,39607,FINNIFTY29NOV2216200CE,FINNIFTY,29NOV2022,1620000.000000,40,OPTIDX,NFO,5.000000
27610,60032,FINNIFTY01NOV2220300PE,FINNIFTY,01NOV2022,2030000.000000,40,OPTIDX,NFO,5.000000
27613,84337,FINNIFTY27DEC2221700CE,FINNIFTY,27DEC2022,2170000.000000,40,OPTIDX,NFO,5.000000
27622,59663,FINNIFTY22NOV2219100PE,FINNIFTY,22NOV2022,1910000.000000,40,OPTIDX,NFO,5.000000
27629,45235,MIDCPNIFTY07NOV226800PE,MIDCPNIFTY,07NOV2022,680000.000000,75,OPTIDX,NFO,5.000000
27636,50266,MIDCPNIFTY20DEC229100CE,MIDCPNIFTY,20DEC2022,910000.000000,75,OPTIDX,NFO,5.000000
27637,50370,BANKNIFTY01DEC2238600PE,BANKNIFTY,01DEC2022,3860000.000000,25,OPTIDX,NFO,5.000000
27638,59985,FINNIFTY01NOV2218100CE,FINNIFTY,01NOV2022,1810000.000000,40,OPTIDX,NFO,5.000000
27642,55727,NIFTY17NOV2219800CE,NIFTY,17NOV2022,1980000.000000,50,OPTIDX,NFO,5.000000
27646,60789,BANKNIFTY24NOV2242600CE,BANKNIFTY,24NOV2022,4260000.000000,25,OPTIDX,NFO,5.000000
27647,44955,MIDCPNIFTY13DEC226150PE,MIDCPNIFTY,13DEC2022,615000.000000,75,OPTIDX,NFO,5.000000
27653,55556,BANKNIFTY25JAN2344000CE,BANKNIFTY,25JAN2023,4400000.000000,25,OPTIDX,NFO,5.000000
27665,54285,MIDCPNIFTY31JAN235600PE,MIDCPNIFTY,31JAN2023,560000.000000,75,OPTIDX,NFO,5.000000
27667,49843,NIFTY29DEC2211800PE,NIFTY,29DEC2022,1180000.000000,50,OPTIDX,NFO,5.000000
27683,45136,MIDCPNIFTY13DEC227650PE,MIDCPNIFTY,13DEC2022,765000.000000,75,OPTIDX,NFO,5.000000
27687,59185,FINNIFTY22NOV2215600CE,FINNIFTY,22NOV2022,1560000.000000,40,OPTIDX,NFO,5.000000
27697,60188,MIDCPNIFTY01NOV226300PE,MIDCPNIFTY,01NOV2022,630000.000000,75,OPTIDX,NFO,5.000000
27699,49235,FINNIFTY20DEC2214100PE,FINNIFTY,20DEC2022,1410000.000000,40,OPTIDX,NFO,5.000000
27717,51359,FINNIFTY15NOV2217700PE,FINNIFTY,15NOV2022,1770000.000000,40,OPTIDX,NFO,5.000000
27719,60953,NIFTY24NOV2215300PE,NIFTY,24NOV2022,1530000.000000,50,OPTIDX,NFO,5.000000
27721,49823,NIFTY01DEC2215350CE,NIFTY,01DEC2022,1535000.000000,50,OPTIDX,NFO,5.000000
27737,54615,NIFTY17NOV2217150CE,NIFTY,17NOV2022,1715000.000000,50,OPTIDX,NFO,5.000000
27749,55395,BANKNIFTY25JAN2338700PE,BANKNIFTY,25JAN2023,3870000.000000,25,OPTIDX,NFO,5.000000
27757,40235,MIDCPNIFTY29NOV225850PE,MIDCPNIFTY,29NOV2022,585000.000000,75,OPTIDX,NFO,5.000000
27764,42309,BANKNIFTY10NOV2238100PE,BANKNIFTY,10NOV2022,3810000.000000,25,OPTIDX,NFO,5.000000
27767,59660,FINNIFTY22NOV2219000CE,FINNIFTY,22NOV2022,1900000.000000,40,OPTIDX,NFO,5.000000
27771,47066,NIFTY15DEC2216000CE,NIFTY,15DEC2022,1600000.000000,50,OPTIDX,NFO,5.000000
27776,62757,MIDCPNIFTY22NOV224950PE,MIDCPNIFTY,22NOV2022,495000.000000,75,OPTIDX,NFO,5.000000
27793,53948,FINNIFTY31JAN2312500PE,FINNIFTY,31JAN2023,1250000.000000,40,OPTIDX,NFO,5.000000
27795,39626,FINNIFTY29NOV2216300PE,FINNIFTY,29NOV2022,1630000.000000,40,OPTIDX,NFO,5.000000
27800,51820,MIDCPNIFTY15NOV228800PE,MIDCPNIFTY,15NOV2022,880000.000000,75,OPTIDX,NFO,5.000000
27815,42474,BANKNIFTY10NOV2242100PE,BANKNIFTY,10NOV2022,4210000.000000,25,OPTIDX,NFO,5.000000
27816,50848,NIFTY22DEC2215350CE,NIFTY,22DEC2022,1535000.000000,50,OPTIDX,NFO,5.000000
27824,51122,NIFTY22DEC2218300CE,NIFTY,22DEC2022,1830000.000000,50,OPTIDX,NFO,5.000000
27826,50045,MIDCPNIFTY20DEC226250CE,MIDCPNIFTY,20DEC2022,625000.000000,75,OPTIDX,NFO,5.000000
27833,51731,MIDCPNIFTY15NOV227650CE,MIDCPNIFTY,15NOV2022,765000.000000,75,OPTIDX,NFO,5.000000
27841,39794,FINNIFTY29NOV2218400CE,FINNIFTY,29NOV2022,1840000.000000,40,OPTIDX,NFO,5.000000
27844,50035,NIFTY01DEC2218150CE,NIFTY,01DEC2022,1815000.000000,50,OPTIDX,NFO,5.000000
27846,46596,BANKNIFTY17NOV2235000PE,BANKNIFTY,17NOV2022,3500000.000000,25,OPTIDX,NFO,5.000000
27864,60301,MIDCPNIFTY01NOV229050PE,MIDCPNIFTY,01NOV2022,905000.000000,75,OPTIDX,NFO,5.000000
27874,39806,FINNIFTY06DEC2215900PE,FINNIFTY,06DEC2022,1590000.000000,40,OPTIDX,NFO,5.000000
27899,49316,NIFTY29DEC228700PE,NIFTY,29DEC2022,870000.000000,50,OPTIDX,NFO,5.000000
27911,86398,NIFTY29DEC2217950CE,NIFTY,29DEC2022,1795000.000000,50,OPTIDX,NFO,5.000000
27915,86375,NIFTY29DEC2217300PE,NIFTY,29DEC2022,1730000.000000,50,OPTIDX,NFO,5.000000
27916,55554,BANKNIFTY25JAN2343900CE,BANKNIFTY,25JAN2023,4390000.000000,25,OPTIDX,NFO,5.000000
27925,45252,MIDCPNIFTY13DEC228900PE,MIDCPNIFTY,13DEC2022,890000.000000,75,OPTIDX,NFO,5.000000
27934,51739,MIDCPNIFTY15NOV227750PE,MIDCPNIFTY,15NOV2022,775000.000000,75,OPTIDX,NFO,5.000000
27941,54044,FINNIFTY31JAN2317500PE,FINNIFTY,31JAN2023,1750000.000000,40,OPTIDX,NFO,5.000000
27960,53904,FINNIFTY29NOV2219050CE,FINNIFTY,29NOV2022,1905000.000000,40,OPTIDX,NFO,5.000000
27963,86357,NIFTY29DEC2216800PE,NIFTY,29DEC2022,1680000.000000,50,OPTIDX,NFO,5.000000
27966,40949,MIDCPNIFTY06DEC228600PE,MIDCPNIFTY,06DEC2022,860000.000000,75,OPTIDX,NFO,5.000000
27970,38249,NIFTY03NOV2218500PE,NIFTY,03NOV2022,1850000.000000,50,OPTIDX,NFO,5.000000
27993,49047,BANKNIFTY03NOV2232000CE,BANKNIFTY,03NOV2022,3200000.000000,25,OPTIDX,NFO,5.000000
28007,54361,MIDCPNIFTY31JAN236550CE,MIDCPNIFTY,31JAN2023,655000.000000,75,OPTIDX,NFO,5.000000
28018,58624,NIFTY25JUN2612000CE,NIFTY,25JUN2026,1200000.000000,50,OPTIDX,NFO,5.000000
28021,44347,FINNIFTY07NOV2214100PE,FINNIFTY,07NOV2022,1410000.000000,40,OPTIDX,NFO,5.000000
28033,47270,NIFTY15DEC2218000PE,NIFTY,15DEC2022,1800000.000000,50,OPTIDX,NFO,5.000000
28045,86391,NIFTY29DEC2217750PE,NIFTY,29DEC2022,1775000.000000,50,OPTIDX,NFO,5.000000
